,10,20,21,22,23,25,30,31,32,35,40,41,42,43,45,50,52,53,54,55,56,57,60,61,62,63,64,66,67,70,71,72,73,74,81,80,82,83,86,90,91,92,312,395,404,518,613,991,992,993,994,995,996,997,
10,0,32.53529864901742,29.73052899190207,29.500256157015837,22.540176521651457,30.408756945241397,60.431228964997764,53.131308578963065,47.23980442106184,39.38142212024754,69.21885853268836,42.665995917755176,27.92486271531431,49.268420145820215,28.624959143119277,68.08855853050206,51.90049198467496,33.816839383561586,32.0794249158331,24.65440314211848,27.060959954134084,60.5654113482107,67.45920870603125,45.54412326832778,42.506089763763235,31.7094479163944,34.40551705326896,37.51932052269872,60.86503232079113,96.67564123926252,25.571844789915087,5.396112173552705,52.432183480034176,15.67123953518859,34.98077624783666,79.51597521440047,17.16563839994393,45.975148267507016,55.62846403323248,20.61811760904354,34.23415610504724,43.242261714883355,71.83102544330718,36.08080653076985,77.72106114937411,87.01094792911006,57.43361484435288,43.21881924816992,43.99051381257942,40.51718835311605,32.91512865479766,30.530308217062544,33.07211295873459,47.524926474024426,
20,32.53529864901742,0,11.915692696479834,18.61228025015446,20.709836904531535,24.797215143734356,55.203224110872895,43.79591999714155,38.77840268966715,22.628173908764087,77.73267329807358,58.91091015811329,50.971344079386554,66.01453069504423,54.02427136605727,73.36685666108647,68.2979126181509,54.32079489761774,45.407550332651375,42.18753778821913,50.86625749916616,73.53208356920862,62.740456460694325,48.160022981084374,45.947618298404386,33.9981872228492,42.33364381202257,46.89130550265729,71.00620733430758,70.75158258358123,31.092000495480896,30.450377135207276,48.986040353440515,28.90893322076324,17.674688312906635,62.7923221911795,19.599512706012554,26.920340609245958,73.30980302889718,29.297600752454898,14.445967146343083,23.84423448688113,65.67599342327767,13.489918133881574,83.62162597868159,83.17196240392201,56.04014749556409,56.654892043139284,32.80571273669302,25.36050535928726,1.7864159875687635,26.67187242738318,45.95743027337812,66.31375064205746,
21,29.73052899190207,11.915692696479848,0,6.572194470531417,11.919347115027518,12.596220559939372,64.26334120033536,54.1865790052649,49.94155738830479,34.33271180166418,86.0740511618162,67.79811535566807,56.39849814384058,73.32753986413002,60.42596289657081,79.65968897539175,75.26011280817569,65.34264152303899,42.230124789769654,35.85136461261092,59.78604461295896,80.73036269768583,64.52479060023938,45.370898299220286,40.617868402349714,24.304804022136842,33.0067999098671,45.76432219547249,77.24912868574296,82.06344418322867,32.790513190000944,28.566527478003575,53.00472060939982,29.12731729391274,24.10274419780065,74.52970467924848,17.432194547581066,36.89745310786051,81.50261479478459,30.422041797667895,13.751183070321577,30.697554322950253,74.86755532218797,25.251566859292765,94.35265714518825,95.83811170615502,56.02441217859398,66.20448180156416,44.44464433639165,37.04845057035242,13.669967646255673,14.403390493553553,34.01894754300779,73.04366593465393,
22,29.500256157015837,18.612280250154498,6.572194470531364,0,10.261618318283618,6.028215307898999,70.03213567443407,60.6652290383165,56.88853149296714,41.367643744745145,91.103879734142,73.86927935071778,60.66005200176348,78.46649301949589,65.32078901693059,83.30816427376536,80.25004813227538,67.8827381289025,41.77350276104973,33.74689496877443,61.88789742926071,85.70600168204882,65.77813173352256,45.222231513716984,39.327317546209315,20.68191488197,29.457521702476548,46.28141264222409,81.52016729726827,89.63757481658463,34.85254878613249,28.927704012705764,55.65043247603313,30.580753330799094,29.091944087246524,79.00452403027322,19.245356908290933,43.028421271106026,87.30759267681799,32.28070294900497,17.200481324410042,35.54360627536322,79.60598724369508,32.160552867802146,99.48003365870711,102.62867766651549,56.97244299814432,72.67791126279893,51.587736425931126,44.116260660467724,20.39705993798325,7.807938356952464,28.523931670938595,78.00222198855056,
23,22.540176521651457,20.709836904531528,11.919347115027495,10.261618318283613,0,12.589268363210143,65.98059530906738,57.23345273372297,52.89820759775151,39.25838030384163,84.65157281792898,64.72565029472955,51.8586877556812,70.8149992586158,55.42668014136059,79.11538070297887,72.82816999214398,59.06380188337333,36.84672014963491,27.53318017963503,53.148115844946176,78.93942607450973,64.52536122288761,42.78489083006092,37.63504874044109,19.891358038571383,27.68368609260894,42.02163965413394,76.00625743425877,92.45093159401883,30.719272968168944,22.26400418018022,53.98447704534191,25.181759320155034,27.53415961672476,78.19312107156202,11.703156395073112,42.218771190392324,78.71094120088308,27.55447497535784,19.496351575648706,35.498546003722176,76.04096255532717,31.45884068679935,93.28684196512184,98.60330037835068,55.12656426969544,63.79833019946254,48.19941575201531,41.636273639774885,22.04682126882405,13.328602574209269,27.094544485875037,70.14527590865254,
25,30.408756945241397,24.797215143734345,12.59622055993936,6.028215307898958,12.589268363210133,0,76.0294388295615,67.24089328899663,63.89975393381213,48.21660413072514,96.45434695922364,80.419958589949,65.4850605502324,84.03568555844838,70.82086501494027,87.21555331947603,85.71544359668034,70.95550100493203,42.617801678879495,33.35610842526827,64.60318638187563,91.0911725245597,67.67993948669945,46.37975692706758,39.68194513922617,19.615154312090688,28.003490780225853,47.83683237904475,86.13796515274461,97.14138802778832,37.6508317886549,30.402275206246877,58.57829730071303,32.94513713163959,34.38395912105925,82.33340215818131,22.74617226931123,49.08800971363767,93.65381374884895,34.94660884760062,21.83378276105996,40.60551332301787,84.55524150167066,38.743266654866154,104.66434838600141,107.63156310879255,58.774716759778514,79.62841706946082,58.695388952347564,51.039506361620376,26.632431459681154,1.8345115326679062,24.789757054361765,83.48882136123153,
30,60.431228964997764,55.20322411087292,64.26334120033535,70.03213567443409,65.9805953090674,76.02943882956154,0,11.477269009009872,18.8539535955793,35.542915557779374,29.24550438902508,27.862330974776484,47.5671305801976,37.92198217017762,47.959224777749554,37.05739589719817,41.60095023768945,58.485018907070724,68.99553101076886,75.98288026701266,62.58784355954584,38.99576276406841,52.352739913425,65.33186142840943,72.49009654899142,75.986391891921,82.46014027673716,60.37537365081593,39.003115898420084,32.974540292871595,40.803325156404284,56.43612108594488,26.11418125441454,48.75982339131353,37.67225420246776,23.055004871885306,55.45592713755821,26.654714485067334,40.01951702543774,44.80517723284958,54.96690192744277,33.146917419815274,10.188432363571373,44.09229868655024,35.72385311862171,37.517529132532964,56.999774652056225,26.034129533067368,26.350224941742017,32.96306759145201,53.780244273622266,77.73363601723021,92.91469516687671,43.98706557304962,
31,53.131308578963065,43.79591999714157,54.18657900526493,60.66522903831646,57.23345273372295,67.24089328899663,11.477269009009893,0,8.555861630828195,24.166307162943426,38.32657529555665,30.539206499782406,43.946166228047,42.4715354120279,44.08371209361976,43.41747452307671,46.01104433743565,56.43234278008588,64.43415160008884,70.08727153746061,58.37693799306276,45.121437239004145,54.17391239235952,64.09235559723034,70.45722216310388,69.76466545968647,77.4861680136364,58.107285889911324,44.69667331527822,39.45033092580833,36.72554568364146,49.138252053461464,29.018196237624647,41.76056657687924,30.452738373236464,28.33563620927114,46.77514561636739,17.751688042126492,45.549954200634986,38.63009568991236,46.48748802652743,26.900551227260745,20.902179756348136,31.96448341811741,44.44271843715692,46.092359295159056,57.57295186736418,27.07408536256561,15.556003544568691,21.834814662658413,42.20025821192206,69.13614058108475,87.37937042714064,47.30877977830905,
32,47.23980442106184,38.77840268966714,49.94155738830481,56.888531492967175,52.898207597751515,63.89975393381213,18.853953595579306,8.555861630828195,0,17.005045461794797,43.08151272019539,29.530778180972074,39.93686079374982,43.99085594784838,39.48494578495828,47.8354362193181,47.855999354812944,54.977994088859404,63.32448093620396,67.85910614596689,55.78303951979947,48.35258837525444,58.812649571054806,66.31681761378368,72.27765980613925,68.70217238000684,77.50761372026582,58.09735823756241,48.174571251571216,46.010332786443364,33.85784589393871,43.46494192443407,33.020604144341384,36.92129261880569,27.629413829056986,35.545910380303454,41.62126043874506,17.005513396292038,47.74303847379227,34.538898137747296,43.95427316357416,27.10129081596067,28.45889079355701,25.7398641794801,49.31899616727295,51.47752467240743,61.21100937174373,25.090523683090282,7.549932427741674,14.415300881926976,37.038636941473186,65.9031701592868,86.90847256827696,48.19208314684353,
